,"[0,1]","[0,4]","[1,2]","[1,3]","[1,4]","[2,3]","[3,4]"
1697,6,4,8,9,2,7,5
1698,9,6,9,8,9,9,6
1699,8,0,8,9,1,8,1
1700,3,7,0,8,1,5,4
1701,3,2,2,8,2,1,4
1702,5,6,5,9,4,2,0
1703,6,6,3,7,6,2,0
1704,7,9,2,8,1,3,4
1705,0,6,1,6,9,2,8
1706,7,3,0,6,5,9,2
1707,1,0,4,9,8,8,0
1708,0,8,8,8,6,4,8
1709,8,8,1,8,9,1,0
1710,1,1,0,9,4,4,6
1711,6,2,1,6,0,4,4
1712,6,5,0,9,4,0,2
1713,2,8,3,7,9,6,3
1714,7,5,2,6,4,3,5
1715,0,5,6,9,1,9,6
1716,2,1,8,6,5,7,1
1717,3,5,9,8,8,6,7
1718,9,9,9,7,6,2,1
1719,1,2,5,6,9,4,5
1720,9,0,5,6,1,6,7
1721,0,6,2,9,2,4,1
1722,3,8,5,8,3,6,4
1723,6,7,4,7,9,5,7
1724,1,8,8,6,0,1,9
1725,7,5,7,6,4,7,0
1726,3,6,1,8,3,7,1
1727,6,4,1,7,7,9,6
1728,3,7,0,8,3,5,9
1729,4,9,4,8,1,9,5
1730,0,5,1,6,5,2,1
1731,7,3,9,8,7,4,3
1732,1,2,9,8,1,2,4
1733,0,9,8,8,9,1,5
1734,4,4,2,7,5,5,4
1735,1,1,6,8,9,9,1
1736,7,1,1,9,2,7,3
1737,5,2,0,9,8,2,0
1738,7,5,2,6,6,4,2
1739,0,3,2,9,3,7,1
1740,1,3,5,9,5,0,5
1741,4,6,1,8,2,5,8
1742,5,9,8,7,9,6,3
1743,7,6,8,8,6,8,7
1744,1,6,7,9,2,0,3
1745,2,8,5,9,8,0,2
1746,1,2,6,6,1,4,5
1747,8,7,5,8,5,2,3
1748,9,8,7,9,6,9,9
1749,7,4,5,7,7,9,7
1750,0,6,4,6,5,3,4
1751,2,5,5,6,9,0,0
1752,5,4,4,6,6,3,0
1753,1,7,3,7,7,4,0
1754,5,3,6,9,0,7,1
1755,4,1,0,8,6,6,7
1756,1,5,2,8,0,6,9
1757,3,5,2,9,1,0,3
1758,9,9,1,9,6,7,5
1759,6,7,8,7,7,5,5
1760,8,6,0,7,6,2,7
1761,9,6,4,6,6,8,0
1762,7,5,3,7,6,9,4
1763,8,7,0,6,4,1,3
1764,1,2,9,7,4,6,1
1765,3,9,6,6,8,5,4
1766,2,2,2,6,6,3,7
1767,3,7,1,7,1,3,5
1768,1,5,6,9,9,3,1
1769,0,5,9,6,9,5,6
1770,7,6,7,6,6,9,3
1771,9,8,9,9,9,7,6
1772,3,8,2,7,1,0,1
1773,1,1,0,8,7,3,8
1774,7,8,9,7,3,0,2
1775,4,6,4,6,7,6,7
1776,5,5,5,7,7,1,0
1777,1,3,2,9,5,0,3
1778,9,2,2,7,8,6,7
1779,0,4,8,9,5,6,9
1780,0,3,2,6,5,1,5
1781,9,2,3,8,5,1,5
1782,4,2,8,9,1,0,5
1783,4,3,0,9,0,3,6
1784,6,9,9,8,1,4,8
1785,7,1,1,6,5,6,8
1786,7,8,0,8,2,3,4
1787,5,7,8,8,1,5,3
1788,4,0,0,6,2,5,5
1789,5,2,0,6,9,4,8
1790,7,9,9,7,8,7,8
1791,4,3,9,7,1,1,4
1792,9,6,5,9,6,8,7
1793,2,2,4,6,7,6,7
1794,4,6,8,8,5,9,0
1795,3,3,8,8,2,8,8
1796,2,6,3,9,6,5,2
1797,6,5,1,6,3,0,0
1798,4,4,6,7,6,4,1
1799,3,1,9,9,4,5,7
1800,0,0,9,7,0,7,1
1801,0,1,1,9,7,6,0
1802,0,2,9,7,0,0,7
1803,8,1,4,9,3,1,7
1804,6,8,7,9,6,5,8
1805,3,8,3,8,7,4,6
1806,3,9,8,7,8,9,2
1807,2,4,8,6,0,5,0
1808,5,9,0,8,3,5,8
1809,2,2,8,7,6,8,6
1810,4,9,3,6,4,7,1
1811,3,2,7,9,6,2,6
1812,6,1,5,9,2,6,1
1813,6,6,4,9,8,6,6
1814,1,5,4,7,2,7,1
1815,9,5,0,6,7,9,9
1816,3,1,1,6,9,7,6
1817,9,7,4,8,1,6,8
1818,3,4,1,8,2,7,6
1819,3,5,0,6,8,4,0
1820,0,3,9,6,3,5,2
1821,5,3,2,7,9,3,0
1822,6,6,1,6,2,4,0
1823,3,7,0,9,1,2,5
1824,9,0,0,7,5,8,0
1825,4,4,7,8,3,0,4
1826,4,4,3,9,1,0,3
1827,6,0,7,8,9,8,5
1828,1,5,5,8,3,2,4
1829,6,5,4,6,0,2,9
1830,7,4,7,7,5,9,8
1831,2,5,0,8,5,4,4
1832,0,5,1,8,7,8,8
1833,1,3,6,9,2,8,2
1834,1,4,0,9,1,5,6
1835,1,4,7,9,5,8,0
1836,8,6,9,7,8,1,7
1837,4,0,5,6,3,1,7
1838,0,5,2,9,3,7,1
1839,9,8,1,6,4,6,5
1840,7,2,2,9,3,6,1
1841,0,6,7,8,7,4,2
1842,3,1,5,9,9,0,9
1843,0,6,3,9,0,3,5
1844,0,2,7,6,3,6,4
1845,8,1,1,7,5,6,2
1846,6,3,9,8,1,0,4
1847,7,8,3,8,4,9,7
1848,5,0,0,8,1,1,2
1849,2,5,2,8,4,0,7
1850,9,7,1,7,0,6,8
1851,6,3,4,8,9,4,5
1852,9,0,1,6,9,6,5
1853,2,0,2,7,2,5,4
1854,9,9,4,7,6,9,8
1855,6,7,1,6,8,3,9
1856,7,3,7,6,9,8,3
1857,7,9,2,6,8,2,2
1858,7,0,5,6,6,1,2
1859,2,2,8,8,8,3,9
1860,8,8,1,7,8,2,4
1861,0,3,3,7,9,7,6
1862,3,2,7,8,1,1,8
1863,7,9,1,6,2,1,5
1864,6,7,2,9,8,7,0
1865,4,6,3,7,3,2,6
1866,3,3,8,7,9,5,1
1867,7,5,2,9,2,8,1
1868,7,0,7,7,0,7,4
1869,0,3,3,9,5,5,3
1870,7,3,9,7,6,6,1
1871,1,2,1,6,9,4,0
1872,2,5,1,8,5,2,9
1873,2,2,3,8,6,1,5
1874,7,2,8,7,6,5,6
1875,2,8,6,9,0,3,6
1876,4,8,9,9,5,1,6
1877,2,6,1,7,9,4,6
1878,2,5,2,6,5,1,9
1879,6,0,1,7,0,0,2
1880,9,6,7,8,9,3,7
1881,7,9,9,6,5,5,1
1882,2,9,7,7,7,1,8
1883,6,4,6,7,9,8,5
1884,9,8,8,6,3,2,8
1885,0,7,3,6,1,6,6
1886,9,6,0,9,0,5,9
1887,6,4,1,7,4,1,4
1888,7,5,8,7,6,3,2
1889,5,5,0,9,9,2,7
1890,4,8,1,9,1,1,1
1891,8,2,9,7,5,7,4
1892,9,6,2,6,1,8,7
1893,9,8,1,6,0,6,7
1894,4,9,1,7,8,8,8
1895,1,5,6,9,3,7,9
1896,3,1,2,7,1,7,8
1897,4,6,3,7,3,9,6
1898,1,9,8,7,6,8,6
1899,3,4,7,8,5,9,6
1900,4,6,8,8,6,6,9
1901,0,3,6,7,7,0,2
1902,4,2,5,7,5,8,8
1903,3,2,0,9,4,6,4
1904,6,7,6,9,1,4,9
1905,3,4,3,7,1,8,8
1906,8,0,2,9,9,1,2
1907,2,9,7,7,2,6,4
1908,3,1,9,7,1,7,7
1909,0,2,0,8,1,7,8
1910,4,6,3,7,7,2,2
1911,2,6,6,7,6,7,1
1912,7,9,9,6,1,6,5
1913,7,1,6,6,9,3,8
1914,7,4,9,6,9,1,0
1915,8,4,5,6,6,0,8
1916,7,0,4,8,0,3,6
1917,1,6,7,6,7,5,5
1918,6,7,4,8,8,9,7
1919,3,3,9,8,3,4,9
1920,8,0,2,7,9,1,3
1921,4,5,9,7,8,2,1
1922,9,8,7,9,8,9,1
1923,2,6,8,6,3,1,2
1924,4,3,4,6,1,6,5
1925,1,0,0,8,1,5,1
1926,3,7,9,9,4,5,2
1927,5,2,3,9,8,7,0
1928,7,6,0,9,4,7,8
1929,1,8,0,6,0,0,6
1930,9,2,0,8,7,1,4
1931,6,6,3,7,2,7,4
1932,7,1,8,6,6,8,5
1933,2,1,0,9,0,5,5
1934,7,5,6,7,1,9,1
1935,3,2,6,7,3,9,2
1936,0,3,5,9,7,8,4
1937,4,9,0,8,3,7,7
1938,5,6,7,9,7,7,0
1939,7,5,8,6,2,4,3
1940,0,9,9,8,6,3,6
1941,7,7,7,7,6,7,9
1942,0,0,3,7,8,7,3
1943,8,9,2,8,5,1,8
1944,4,1,2,7,2,7,7
1945,0,6,8,7,3,8,6
1946,4,6,9,7,6,9,0
1947,6,5,4,9,4,4,3
1948,0,8,7,8,9,0,7
1949,5,5,6,8,5,1,9
1950,8,5,8,7,9,9,2
1951,7,1,1,9,8,5,1
1952,7,5,9,7,8,9,1
1953,9,5,6,6,7,5,9
1954,6,4,7,9,6,5,8
1955,5,6,8,7,9,0,7
1956,9,8,1,6,5,6,2
1957,6,2,9,9,7,9,6
1958,3,7,1,8,1,2,0
1959,2,4,0,9,4,6,6
1960,6,3,8,8,8,4,0
1961,0,4,9,6,2,0,1
1962,4,2,0,6,8,5,3
1963,2,0,6,8,0,4,8
1964,7,7,8,9,9,2,7
1965,9,1,6,9,0,6,2
1966,2,0,4,9,9,7,1
1967,3,1,0,7,4,5,9
1968,9,4,5,9,6,7,3
1969,5,8,2,9,5,4,0
1970,3,5,7,9,7,0,5
1971,4,1,1,9,3,2,4
1972,7,8,9,7,9,6,6
1973,4,4,5,8,7,8,8
1974,3,7,4,8,8,3,5
1975,6,4,6,6,9,9,0
1976,7,0,1,7,6,4,3
1977,1,1,8,6,2,3,7
1978,7,7,6,8,1,5,2
1979,2,0,0,8,1,4,9
1980,4,5,9,6,3,2,4
1981,2,5,9,7,7,7,6
1982,8,6,3,7,6,5,6
1983,0,4,1,8,0,2,7
1984,8,4,1,6,7,9,0
1985,8,3,5,6,6,9,3
1986,7,0,2,9,3,3,1
1987,1,4,8,9,0,0,4
1988,9,0,8,8,1,8,9
1989,0,9,7,7,0,9,8
1990,2,3,6,6,5,8,8
1991,8,3,3,7,0,8,9
1992,3,7,0,9,5,8,6
1993,0,8,2,7,3,9,8
1994,2,0,3,7,9,6,9
1995,3,5,5,6,0,9,8
1996,2,3,3,9,3,6,9
1997,4,2,4,9,1,6,1
1998,3,8,9,8,9,4,0
1999,0,6,8,6,5,3,2
2000,2,1,0,6,1,9,1
2001,0,0,8,7,8,3,0
2002,3,7,6,6,9,0,1
2003,1,6,1,7,0,7,9
2004,7,2,3,9,0,5,8
2005,9,3,3,7,3,8,4
2006,4,8,3,9,2,4,1
2007,9,1,2,7,2,6,6
2008,3,0,4,6,6,9,0
2009,6,3,4,8,9,6,3
2010,4,5,8,6,1,0,6
2011,3,4,6,6,8,3,3
2012,5,3,0,7,9,0,0
2013,0,6,0,8,8,9,3
2014,9,6,6,8,2,6,4
2015,6,1,5,9,7,0,1
2016,4,3,5,7,0,0,9
2017,2,7,4,9,5,8,2
2018,5,9,1,8,7,6,0
2019,0,1,9,8,5,0,6
2020,6,7,4,9,2,6,6
2021,7,9,3,6,5,0,8
2022,6,2,1,9,1,4,3
2023,3,0,7,9,3,7,7
2024,7,0,0,6,2,3,2
2025,4,2,5,6,9,8,8
2026,7,7,7,7,8,5,2
2027,4,9,4,8,5,3,2
2028,4,0,3,9,9,1,6
2029,9,8,7,7,2,9,9
2030,7,5,2,9,5,4,7
2031,3,8,4,6,5,3,9
2032,1,9,8,7,1,2,0
2033,2,4,5,6,9,4,2
2034,1,8,0,9,6,9,9
2035,0,5,5,6,2,1,8
2036,4,4,3,9,8,1,7
2037,4,5,2,6,4,6,2
2038,9,8,6,7,9,5,2
2039,4,5,1,7,3,8,5
2040,9,3,7,9,2,9,8
2041,5,5,7,7,3,8,7
2042,6,7,5,7,3,7,4
2043,7,8,1,7,9,7,9
2044,0,9,6,6,1,8,4
2045,1,6,6,9,7,1,6
2046,9,3,3,7,7,1,0
2047,7,2,6,6,8,4,7
2048,9,6,5,8,7,7,4
2049,6,0,9,8,8,9,3
2050,7,4,6,6,7,2,2
2051,8,2,9,7,2,9,7
2052,7,7,6,6,3,9,3
2053,4,9,6,8,5,8,9
2054,2,2,6,7,2,3,3
2055,1,9,7,7,6,5,6
2056,1,0,0,6,8,3,3
2057,7,5,5,8,0,2,0
2058,8,7,8,8,4,0,4
2059,6,7,9,9,1,7,6
2060,0,8,1,9,8,4,9
2061,9,5,9,6,4,8,1
2062,9,5,2,7,7,1,4
2063,5,1,0,9,6,7,5
2064,8,2,8,8,1,7,5
2065,7,8,3,8,7,1,1
2066,8,5,1,8,1,6,5
2067,5,9,2,8,2,2,6
2068,3,5,7,9,5,5,9
2069,3,8,9,6,3,0,3
2070,5,6,0,6,8,0,2
2071,1,9,1,9,0,0,4
2072,2,5,4,6,6,2,3
2073,9,2,4,7,5,2,5
2074,4,6,9,6,3,9,0
2075,6,8,0,8,5,8,2
2076,0,1,2,8,0,5,0
2077,0,3,3,7,0,1,6
2078,9,7,6,8,4,4,9
2079,0,9,4,9,5,5,4
2080,5,1,9,7,7,1,8
2081,1,3,1,9,0,1,4
2082,9,8,7,8,7,4,5
2083,8,6,9,8,6,5,4
2084,3,1,5,6,0,4,1
2085,2,8,3,7,0,9,4
2086,9,8,9,8,3,4,9
2087,2,1,4,6,5,9,6
2088,3,4,9,8,5,8,8
2089,2,7,4,9,1,0,9
2090,3,5,6,8,5,9,1
2091,9,5,7,6,5,4,5
2092,1,2,1,6,5,0,9
2093,3,0,1,6,3,9,3
2094,6,7,8,8,8,3,6
2095,9,7,7,9,5,5,1
2096,3,2,9,8,1,5,1
2097,2,4,6,6,9,8,2
2098,7,4,9,8,9,6,1
2099,3,4,4,7,2,5,7
2100,0,6,0,6,6,9,4
2101,4,9,8,7,3,0,8
2102,8,3,8,9,0,3,3
2103,6,8,1,6,5,9,7
2104,4,9,0,6,8,9,9
2105,8,7,2,8,9,1,4
2106,0,3,5,6,7,9,1
2107,2,7,5,6,3,7,5
2108,2,1,0,6,4,5,0
2109,0,5,6,9,9,1,1
2110,4,2,7,6,3,0,7
2111,4,6,6,7,3,0,6
2112,3,1,3,8,8,3,3
2113,8,8,1,7,2,8,2
2114,3,5,0,9,9,4,7
2115,2,9,5,7,1,3,4
2116,0,6,1,8,5,0,7
2117,7,0,9,8,6,5,6
2118,2,8,8,7,7,8,4
2119,9,1,3,6,9,3,7
2120,9,7,4,7,6,4,5
2121,2,7,3,8,6,2,6
2122,3,9,2,9,8,8,7
2123,6,5,6,9,9,2,3
2124,8,0,2,8,5,3,7
2125,1,0,0,9,8,7,2
2126,1,1,7,6,6,2,0
2127,9,7,0,6,5,8,7
2128,9,6,5,7,8,5,4
2129,1,9,2,7,4,8,0
2130,1,3,3,7,8,5,2
2131,9,0,3,8,9,7,0
2132,8,1,0,6,4,0,0
2133,4,6,2,7,7,6,5
2134,9,0,8,6,0,8,3
2135,3,0,3,6,4,2,0
2136,3,3,0,9,8,9,2
2137,7,3,8,9,9,7,8
2138,0,8,5,6,9,0,0
2139,0,2,3,9,3,8,8
2140,7,5,1,7,4,5,5
2141,3,2,1,7,5,0,1
2142,9,3,7,6,8,1,0
2143,6,2,6,8,6,5,8
2144,8,6,1,9,7,3,4
2145,7,5,4,6,8,6,1
2146,7,6,8,8,9,3,7
2147,2,2,5,8,7,4,2
2148,6,7,3,7,0,3,4
2149,8,0,2,6,9,0,8
2150,0,1,7,8,9,3,2
2151,8,3,0,7,3,8,6
2152,1,9,8,6,8,7,6
2153,0,3,5,6,8,3,6
2154,4,6,6,6,5,2,6
2155,8,9,4,6,9,0,4
2156,8,2,7,6,2,4,0
2157,0,7,3,8,2,1,0
2158,5,2,0,6,2,2,3
2159,3,1,5,6,5,0,6
2160,5,6,2,8,3,5,4
2161,5,8,9,8,5,4,6
2162,0,8,3,9,3,8,3
2163,3,2,6,9,5,7,5
2164,2,5,4,6,7,8,0
2165,0,2,1,8,4,8,8
2166,1,4,8,6,1,3,7
2167,6,6,0,8,0,3,8
2168,2,2,3,6,3,2,1
2169,7,8,4,7,6,2,0
2170,8,8,1,7,9,0,2
2171,5,1,9,8,4,2,7
2172,5,2,6,6,3,9,8
2173,3,2,7,6,6,7,1
2174,7,5,4,6,6,3,3
2175,5,7,3,8,7,7,8
2176,6,5,2,7,5,9,6
2177,7,5,8,8,4,9,0
2178,7,4,6,7,4,8,1
2179,7,8,5,6,9,8,4
2180,2,8,8,9,4,5,1
2181,6,0,2,7,3,1,2
2182,3,3,1,7,9,7,7
2183,5,6,5,9,3,2,9
2184,7,2,0,9,3,6,3
2185,8,4,9,9,2,5,7
2186,5,4,4,8,8,4,6
2187,6,4,2,6,7,5,3
2188,4,7,1,9,5,8,5
2189,0,2,0,8,2,7,8
2190,0,8,5,6,8,0,9
2191,0,5,9,6,6,5,7
2192,1,8,5,8,0,8,7
2193,9,6,2,9,4,2,9
2194,3,5,0,6,9,2,6
2195,8,7,4,6,7,1,2
2196,2,0,4,9,6,3,8
2197,8,8,0,8,6,9,2
2198,9,9,2,9,5,0,9
2199,1,2,9,9,0,2,9
2200,0,9,8,7,4,9,4
2201,4,9,9,8,9,4,6
2202,6,4,7,8,9,8,9
2203,5,4,4,8,3,4,0
2204,4,3,8,6,7,6,0
2205,1,8,7,8,4,5,3
2206,8,7,9,6,3,9,7
2207,9,2,8,9,5,7,7
2208,3,4,4,7,5,9,6
2209,7,4,8,8,1,5,6
2210,3,6,3,7,1,1,2
2211,3,5,9,9,5,0,5
2212,6,2,6,7,4,4,7
2213,7,7,3,7,8,1,4
2214,5,8,6,9,0,0,8
2215,9,4,3,6,4,0,9
2216,0,0,3,8,6,6,4
2217,7,2,5,7,8,7,8
2218,2,7,3,9,2,0,3
2219,1,0,0,6,8,7,4
2220,2,0,6,6,9,8,0
2221,4,6,7,9,0,4,1
2222,4,3,4,8,6,5,9
2223,8,0,9,7,7,8,5
2224,7,8,9,7,6,4,3
2225,3,9,8,7,9,8,9
2226,8,0,2,6,8,4,9
2227,7,8,4,8,3,8,3
2228,5,7,5,6,0,9,9
2229,6,9,4,6,2,1,5
2230,5,9,1,6,1,1,0
2231,5,3,2,9,1,6,4
2232,1,7,9,9,1,1,8
2233,0,0,9,6,6,7,8
2234,1,3,9,8,6,6,9
2235,9,8,4,7,7,2,4
2236,8,6,5,6,7,8,9
2237,5,6,3,9,8,7,5
2238,7,7,0,6,9,8,7
2239,7,7,2,9,6,0,6
2240,6,7,3,9,9,5,2
2241,6,3,2,9,6,8,3
2242,9,5,0,7,6,6,1
2243,2,5,1,8,1,3,1
2244,7,5,3,7,0,1,0
2245,7,6,2,9,2,3,7
2246,3,4,8,6,9,4,9
2247,9,3,2,8,4,3,6
2248,5,1,2,7,0,7,7
2249,8,6,1,8,4,9,3
2250,5,9,3,9,2,1,6
2251,2,3,6,9,9,1,7
2252,7,5,6,7,4,9,1
2253,3,4,3,8,8,8,2
2254,0,2,1,9,2,4,0
2255,1,7,7,9,0,2,8
2256,0,7,4,8,1,6,5
2257,5,9,5,8,9,6,3
2258,4,1,5,8,6,9,7
2259,0,2,5,7,2,2,4
2260,6,8,2,9,4,7,2
2261,4,7,4,6,0,9,7
2262,6,0,9,6,7,7,5
2263,3,2,1,8,7,9,5
2264,8,7,1,8,1,7,3
2265,6,2,4,7,2,4,1
2266,4,8,2,9,0,9,7
2267,0,6,5,9,6,9,3
2268,6,6,1,7,3,3,2
2269,3,9,2,6,3,7,5
2270,0,8,5,7,8,9,5
2271,2,4,7,8,1,8,1
2272,2,3,7,7,0,7,0
2273,0,0,5,6,1,8,2
2274,6,5,1,8,8,2,9
2275,9,1,2,7,2,9,5
2276,0,0,9,9,4,4,1
2277,3,8,6,8,0,6,6
2278,4,5,3,7,3,6,7
2279,8,9,6,6,0,3,7
2280,3,8,2,7,0,9,5
2281,2,1,4,6,8,0,0
2282,2,2,2,8,8,0,9
2283,9,4,7,6,8,5,0
2284,2,7,8,8,9,9,7
2285,7,2,8,7,5,5,1
2286,7,8,9,8,7,4,2
2287,3,4,5,6,4,0,2
2288,4,9,0,8,1,6,1
2289,6,6,3,6,1,6,2
2290,5,3,6,7,0,5,7
2291,7,6,4,7,5,8,6
2292,9,0,4,8,1,3,5
2293,8,1,6,9,9,3,7
2294,4,0,4,9,0,1,2
2295,2,1,7,8,7,4,0
2296,2,5,6,8,2,5,7
2297,7,8,0,6,2,0,5
2298,7,7,0,8,1,1,0
2299,2,6,7,6,5,7,1
2300,5,9,1,7,8,3,4
2301,7,0,7,8,9,6,9
2302,0,2,9,7,4,8,2
2303,0,9,9,7,7,7,5
2304,5,2,8,9,9,1,6
2305,5,7,1,8,3,9,8
2306,7,4,7,8,0,4,9
2307,3,2,9,8,7,3,3
2308,0,0,2,6,8,6,3
2309,9,9,8,9,0,7,7
2310,5,1,1,7,6,8,2
2311,2,7,3,6,8,2,2
2312,3,2,0,8,1,5,2
2313,0,5,6,9,9,2,8
2314,5,8,8,8,5,1,2
2315,5,0,8,9,1,6,1
2316,3,2,9,6,4,9,9
2317,4,7,6,7,7,4,2
2318,9,0,6,9,0,0,6
2319,2,2,2,8,9,8,6
2320,9,7,0,8,2,1,2
2321,8,4,8,7,4,6,4
2322,6,9,9,7,1,2,3
2323,3,5,6,8,2,6,9
2324,6,8,5,7,7,9,1
2325,9,6,8,6,4,6,6
2326,5,8,1,7,3,2,0
2327,6,4,9,8,2,4,7
2328,8,9,8,8,8,0,5
2329,1,4,5,7,1,6,8
2330,6,3,3,9,1,9,0
2331,9,1,5,7,6,0,5
2332,7,9,3,6,6,3,7
2333,9,0,1,8,7,4,6
2334,6,4,6,9,8,6,0
2335,6,9,7,8,8,9,9
2336,9,3,1,7,8,7,3
2337,7,8,0,7,8,4,2
2338,7,2,7,8,8,5,8
2339,5,7,2,6,8,7,6
2340,5,9,0,8,0,5,2
2341,9,4,3,6,7,5,3
2342,1,3,9,9,4,2,6
2343,1,2,4,9,1,0,9
2344,1,6,8,8,8,6,8
2345,5,8,0,6,0,1,9
2346,8,4,7,6,0,8,5
2347,3,8,1,7,2,8,9
2348,1,9,4,7,7,9,4
2349,1,5,8,8,3,1,6
2350,4,7,3,9,8,7,6
2351,5,8,8,6,8,4,5
2352,0,9,1,7,6,3,1
2353,2,1,2,7,7,0,5
2354,1,1,7,6,9,0,7
2355,6,3,4,9,8,0,6
2356,6,6,6,7,7,0,3
2357,3,1,5,6,4,0,5
2358,6,7,3,8,5,7,8
2359,2,7,9,7,4,7,6
2360,3,5,1,9,1,8,5
2361,0,4,8,6,1,2,9
2362,3,1,1,6,9,2,1
2363,2,0,4,8,9,2,1
2364,5,1,9,6,2,7,2
2365,1,8,8,6,2,6,4
2366,2,8,8,6,1,9,5
2367,3,3,3,6,6,6,6
2368,5,6,4,6,0,0,0
2369,3,2,2,7,1,4,8
2370,8,3,0,8,5,6,0
2371,9,1,9,8,1,2,2
2372,6,3,0,7,6,0,2
2373,7,0,2,9,1,7,6
2374,7,2,6,6,9,8,0
2375,1,6,2,7,0,8,6
2376,5,8,9,6,3,1,9
2377,3,0,1,9,0,6,6
2378,7,0,9,7,6,0,9
2379,8,3,4,9,5,3,5
2380,2,2,7,7,1,4,0
2381,3,1,4,9,6,2,0
2382,5,9,4,7,5,4,3
2383,4,8,6,8,0,2,6
2384,6,9,0,8,1,8,4
2385,6,0,9,8,9,7,2
2386,7,9,7,7,7,8,6
2387,5,6,8,9,5,3,7
2388,1,0,3,8,0,6,8
2389,5,2,4,9,1,7,5
2390,4,6,4,7,1,8,4
2391,7,8,1,6,9,9,8
2392,9,1,0,9,7,2,2
2393,8,8,7,6,4,2,1
2394,2,2,2,6,0,8,6
2395,6,3,4,6,3,1,0
2396,1,3,7,7,0,2,1
2397,0,3,3,6,3,0,8
2398,4,2,6,8,2,1,1
2399,5,3,3,9,9,7,3
2400,5,9,1,9,6,3,9
2401,1,3,0,8,9,5,1
2402,1,3,4,7,5,8,6
2403,8,4,4,7,8,4,2
2404,6,6,1,6,2,5,4
2405,9,1,7,8,0,4,7
2406,1,5,5,6,2,6,1
2407,6,8,8,7,1,3,5
2408,7,0,9,8,4,4,7
2409,6,7,3,8,0,9,0
2410,8,0,4,8,1,0,1
2411,8,9,4,8,2,3,1
2412,7,6,7,9,9,9,6
2413,4,0,8,6,5,9,9
2414,3,3,9,8,9,4,6
2415,0,4,9,9,1,6,2
2416,7,4,9,7,8,1,8
2417,5,8,1,6,3,0,9
2418,8,7,2,8,8,5,1
2419,5,4,2,8,2,4,3
2420,5,6,0,6,1,1,1
2421,8,0,6,7,0,7,7
2422,6,4,9,6,7,8,0
2423,3,7,5,8,9,9,2
2424,6,1,4,7,2,9,0
2425,2,0,9,7,8,2,0
2426,8,6,9,8,6,0,7
2427,5,6,6,7,1,9,1
2428,0,5,1,6,7,7,5
2429,3,1,1,9,3,4,2
2430,7,8,4,6,6,4,4
2431,8,0,0,9,8,5,6
2432,6,0,8,6,6,2,8
2433,7,9,7,9,9,8,0
2434,6,9,5,9,9,9,1
2435,0,2,6,9,8,7,8
2436,0,0,8,6,3,0,5
2437,9,3,9,7,1,6,9
2438,9,4,7,9,2,0,6
2439,9,5,6,7,9,8,6
2440,2,8,3,6,5,6,5
2441,2,1,6,7,6,0,4
2442,7,2,4,9,0,9,8
2443,4,7,3,9,3,9,5
2444,5,5,0,6,4,7,7
2445,9,6,8,8,4,9,1
2446,5,0,4,9,8,7,6
2447,3,0,2,8,6,7,2
2448,6,0,7,9,6,8,3
2449,4,9,4,8,9,7,6
2450,2,1,0,6,5,2,3
2451,2,2,1,6,4,9,7
2452,8,9,2,8,6,5,5
2453,8,7,4,9,8,4,8
2454,2,2,7,9,2,6,1
2455,2,0,6,9,5,9,7
2456,6,9,8,7,4,3,0
2457,6,4,7,8,7,2,2
2458,0,5,9,9,8,8,9
2459,5,1,3,9,5,4,0
2460,8,1,1,9,0,4,2
2461,9,9,0,7,1,9,6
2462,0,4,3,6,3,2,1
2463,4,2,9,7,0,7,4
2464,5,9,3,8,1,9,5
2465,5,8,3,8,0,2,9
2466,1,0,4,9,7,4,9
2467,2,8,8,7,2,2,0
2468,6,4,3,8,9,4,3
2469,7,2,6,6,8,2,4
2470,3,1,5,9,6,0,5
2471,7,6,7,8,3,1,6
2472,8,3,2,6,4,3,5
2473,7,6,2,8,7,7,2
2474,5,9,1,7,4,3,8
2475,1,1,5,7,0,0,8
2476,8,5,2,6,5,1,0
2477,1,3,0,9,1,8,8
2478,9,6,5,8,3,6,2
2479,0,2,8,8,7,3,8
2480,9,1,1,7,8,5,1
2481,2,2,4,8,2,1,6
2482,6,1,8,7,0,8,7
2483,8,0,1,7,8,8,6
2484,7,0,5,8,7,9,9
2485,0,6,6,6,5,7,3
2486,1,8,7,8,1,9,2
2487,0,6,5,9,6,8,0
2488,4,4,8,9,2,7,7
2489,1,3,7,9,7,8,9
2490,4,5,8,8,4,8,4
2491,8,1,9,6,2,0,4
2492,6,9,4,9,8,5,1
2493,6,4,9,6,5,4,4
2494,0,2,2,6,9,8,4
2495,6,8,0,7,2,6,0
2496,1,6,0,8,7,4,0
2497,0,0,0,7,0,5,4
2498,6,3,2,6,8,1,5
2499,2,0,3,8,4,8,7
2500,9,7,1,7,4,1,8
2501,0,8,6,8,1,1,9
2502,1,8,7,6,7,2,9
2503,4,4,7,8,5,7,3
2504,1,5,3,6,5,7,9
2505,7,3,7,6,7,3,8
2506,5,4,5,7,0,9,8
2507,8,6,1,6,5,3,7
2508,8,6,2,8,4,1,6
2509,5,2,3,9,5,1,7
2510,9,2,8,8,1,9,8
2511,5,9,2,8,7,2,6
2512,2,3,3,7,4,8,1
2513,5,3,2,9,5,5,4
2514,1,0,5,9,6,6,8
2515,7,1,1,7,0,8,7
2516,4,4,5,6,5,1,4
